,year,words
82,1944,"['autoritario', 'autoritarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
83,1940,"['autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
84,1945,"['autoritarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
85,1969,"['totalitarismo', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
86,1973,"['anarchismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'utopica']"
87,2003,"['conservatorismo', 'libertarismo', 'libertario', 'populista', 'progressismo', 'progressista', 'utopica']"
88,1959,"['autoritarismo', 'totalitarismo', 'anarchismo', 'conservatorismo', 'libertarismo', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
89,1966,"['autoritarismo', 'totalitarismo', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
90,1915,"['autoritario', 'autoritarismo', 'comunista', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'fascismo', 'fascista', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'utopia', 'utopica']"
91,1942,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
92,1951,"['autoritario', 'autoritarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
93,1901,"['autoritario', 'autoritarismo', 'comunismo', 'totalitarismo', 'anarchismo', 'conservatorismo', 'fascismo', 'fascista', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalismo', 'nazionalista', 'populismo', 'populista', 'progressismo', 'umanesimo', 'umanista', 'utopica']"
94,1930,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
95,1967,"['autoritarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
96,1963,"['autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
97,1981,"['autoritarismo', 'libertarismo', 'libertario', 'populista', 'progressismo', 'progressista', 'utopica']"
98,1938,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'capitalista', 'utopica']"
99,1974,"['autoritarismo', 'conservatorismo', 'libertarismo', 'libertario', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
100,2000,"['autoritarismo', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'utopica']"
101,1950,"['autoritario', 'autoritarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
102,1927,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
103,1937,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
104,1936,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
105,2008,"['conservatorismo', 'libertarismo', 'libertario', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
106,1965,"['autoritarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'populismo', 'populista', 'progressismo', 'progressista', 'utopica']"
107,1909,"['autoritario', 'autoritarismo', 'totalitarismo', 'anarchico', 'anarchismo', 'conservatorismo', 'fascismo', 'fascista', 'liberalismo', 'libertarismo', 'libertario', 'liberalizzazione', 'nazionalismo', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanesimo', 'umanista', 'utopica']"
108,1988,"['autoritarismo', 'anarchico', 'conservatorismo', 'libertarismo', 'libertario', 'populista', 'progressismo', 'utopica']"
109,1953,"['autoritario', 'autoritarismo', 'anarchismo', 'conservatorismo', 'libertarismo', 'libertario', 'nazionalista', 'populismo', 'populista', 'progressismo', 'progressista', 'umanista', 'utopica']"
